C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_05_330.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_05_330.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_05_330.jpg,0,0,0,5.95818
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_05_441.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_05_441.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_05_441.jpg,0,0,0,5.88625
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_05_557.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_05_557.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_05_557.jpg,0,0,0,5.815185
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_05_680.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_05_680.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_05_680.jpg,0,0,0,5.744977
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_05_805.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_05_805.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_05_805.jpg,0,0,0,5.675613
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_05_925.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_05_925.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_05_925.jpg,0,0,0,5.607083
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_049.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_049.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_049.jpg,0,0,0,5.528174
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_173.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_173.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_173.jpg,0,0,0,5.461419
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_289.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_289.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_289.jpg,0,0,0,5.395467
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_406.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_406.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_406.jpg,0,0,0,5.341112
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_521.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_521.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_521.jpg,0,0,0,5.276608
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_645.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_645.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_645.jpg,0,0,0,5.21288
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_766.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_766.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_766.jpg,0,0,0,5.149917
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_06_893.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_06_893.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_06_893.jpg,0,0,0,5.077419
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_07_020.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_07_020.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_07_020.jpg,0,0,0,5.016086
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_07_150.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_07_150.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_07_150.jpg,0,0,0,4.945465
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_07_275.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_07_275.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_07_275.jpg,0,0,0,4.885722
C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\center_2025_06_22_11_37_07_395.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\left_2025_06_22_11_37_07_395.jpg,C:\Users\ACER\Learning\ML\training_day_two_test\data2\IMG\right_2025_06_22_11_37_07_395.jpg,0,0,0,4.826697
